genes,ExonLength,chr,chr_start,chr_end,WT_rep_1,WT_rep_2,WT_rep_3,WT_rep_4,KO_rep_1,KO_rep_2,KO_rep_3,KO_rep_4,DKO_rep_1,DKO_rep_2,DKO_rep_3
Rgp1,6199,4,43578714,43587487,1722,1539,1772,1802,1950,1821,2344,1480,1490,2264,2078
Rgs1,5509,1,144242295,144249242,10,8,12,9,97,86,114,92,65,261,216
Rgs10,1711,7,128373620,128418758,77,127,139,109,1095,404,947,443,303,725,691
Rgs11,4206,17,26202950,26211324,129,209,148,190,257,252,350,453,148,272,172
Rgs12,7910,5,34949444,35039644,609,564,660,542,756,578,824,555,518,898,824
Rgs14,2490,13,55369731,55384687,62,52,123,105,189,77,173,81,148,273,246
Rgs16,2339,1,153740348,153745468,1,4,4,10,91,41,161,35,13,20,23
Rgs17,8298,10,5825662,5922400,1,2,1,0,11,6,12,10,2,4,2
Rgs18,2031,1,144752682,144775435,2,5,6,7,25,9,24,14,14,21,19
Rgs19,2230,2,181688418,181693977,151,198,178,167,814,390,908,409,310,528,475
Rgs2,3627,1,143999337,144004161,645,630,667,683,2108,2110,2533,2325,1070,1972,1508
Rgs3,10801,4,62559846,62704001,663,719,745,709,1058,703,796,536,743,1170,1148
Rgs4,3098,1,169741476,169747642,102,109,89,117,403,362,445,186,133,188,108
Rgs5,4549,1,169655500,169695813,2045,1879,1873,1779,5565,5493,5606,3742,1898,2157,2457
Rgs6,7065,12,82616924,83162056,521,510,549,471,635,426,687,330,634,981,699
Rgs7,1418,1,175059735,175491130,16,30,16,21,63,9,17,13,46,71,38
Rgs7bp,5828,13,104947152,105054930,54,48,39,51,50,56,75,70,35,38,34
Rgs9,6390,11,109225354,109298129,14,37,38,38,80,36,65,20,29,65,46
Rgs9bp,6590,7,35578992,35585582,49,48,50,42,34,22,51,23,38,73,69
Rhbdd1,3884,1,82316451,82445366,793,803,933,770,1084,837,1258,726,692,1052,1037
Rhbdd2,7478,5,135632617,135646448,1551,1520,1755,1655,1369,1562,1571,1250,1340,1861,1709
Rhbdd3,2790,11,5098925,5106093,567,579,690,604,644,649,740,736,600,810,759
Rhbdf1,5433,11,32209584,32222300,1366,1354,1269,1498,2480,2112,2894,1965,1384,1812,1414
Rhbdf2,5293,11,116598164,116627019,435,425,449,428,1510,884,1390,1074,510,871,732
Rhbdl1,1723,17,25834464,25837295,19,16,14,15,11,13,11,23,11,29,23
Rhbdl2,3070,4,123787873,123829904,48,61,51,47,172,127,230,103,53,73,77
Rhbdl3,4734,11,80300911,80355955,156,172,179,170,386,180,339,134,295,317,248
Rhbg,2271,3,88242873,88287210,2428,1905,2481,2437,1138,1091,1392,2170,1162,2265,2223
Rhcg,2233,7,79593362,79617657,6147,4573,5647,5816,3353,3783,3851,4607,3394,5618,5113
Rheb,5540,5,24802822,24842624,2661,2752,2734,2513,3270,3071,3323,2676,2449,3061,2896
Rhebl1,1940,15,98877777,98881404,99,131,123,81,171,156,138,164,122,151,142
Rhno1,2486,6,128356999,128362911,93,88,108,104,159,146,186,129,105,150,133
Rho,3235,6,115931926,115938829,5,10,8,8,5,14,8,9,4,15,9
Rhoa,2126,9,108306204,108337939,9797,9847,9866,8473,14346,11574,14112,9139,8808,10808,11032
Rhob,2223,12,8497762,8499985,1998,2170,2088,1847,7944,6423,9683,4857,2636,3751,2866
Rhobtb1,6075,10,69151433,69291791,4451,3178,4438,3990,1906,1721,1569,1548,2840,3630,2742
Rhobtb2,5216,14,69784989,69805530,1181,1138,1227,1126,909,796,1004,684,895,1490,1446
Rhobtb3,5684,13,75869536,75943925,223,306,263,223,452,346,681,316,285,352,304
Rhoc,1292,3,104789010,104794459,1797,1754,1914,1721,6030,4437,5699,4550,2126,2711,2600
Rhod,1714,19,4425458,4439432,598,680,673,578,1087,978,1025,935,665,917,876
Rhof,4602,5,123103043,123132692,27,52,32,27,24,8,25,9,34,63,55
Rhog,1356,7,102239122,102250123,661,676,706,644,2276,1145,2036,1411,914,1723,1673
Rhoh,4960,5,65863568,65896700,17,16,36,16,164,76,173,48,85,181,257
Rhoj,6484,12,75308321,75401456,373,410,426,339,1229,905,1103,448,517,646,511
Rhoq,4151,17,86963081,87000069,679,615,700,580,748,548,908,296,525,829,667
Rhot1,7077,11,80209018,80267907,2496,2327,2449,2521,2106,2175,2345,1641,2204,2815,2638
Rhot2,4442,17,25838456,25844851,685,598,755,711,488,488,497,341,520,705,614
Rhou,3806,8,123653928,123663884,2,11,3,8,26,11,36,3,3,8,2
Rhov,1703,2,119269200,119271272,308,337,470,510,192,128,124,106,366,400,402
Rhox6,1010,X,37826909,37829857,58,61,116,112,31,11,14,13,38,51,67
Rhpn1,2813,15,75704279,75714410,938,744,964,1170,1436,1109,736,853,923,1235,944
Rhpn2,3882,7,35334169,35392289,702,1489,745,670,1084,862,1448,569,667,920,857
Rian,11365,12,109603939,109661716,16,18,27,33,27,68,52,39,33,16,11
Ribc1,1547,X,152004581,152016295,111,95,112,98,110,91,82,71,104,126,135
Ric3,8561,7,109034311,109083331,370,443,393,409,300,203,205,174,274,463,442
Ric8,4742,7,140856956,140863730,1515,1500,1556,1448,2405,2028,2698,1671,1388,2112,1956
Ric8b,3068,10,84917615,85016446,1067,952,1060,1081,913,799,1006,630,791,1186,989
Rictor,9311,15,6708380,6800398,1363,1331,1346,1242,1177,1193,1574,962,1055,1695,1324
Rif1,10527,2,52072836,52122383,953,826,917,938,834,811,1244,584,769,1351,1036
Riiad1,813,3,94464982,94480341,3,32,1,1,6,8,6,7,2,6,4
Rilp,1583,11,75510093,75513168,526,522,604,600,430,531,498,573,502,677,639
Rilpl1,2247,5,124493081,124531391,601,740,579,565,964,722,990,545,552,936,728
Rilpl2,1391,5,124463264,124478366,1348,1285,1301,1146,1207,898,971,1030,956,1478,1354
Rimkla,4158,4,119465282,119492628,42,21,45,40,36,51,51,28,36,43,48
Rimklb,5299,6,122447295,122486313,32,27,26,34,42,45,72,50,19,42,18
Rims2,5046,15,39198331,39681940,100,70,74,90,151,94,150,74,56,71,70
Rims3,7972,4,120854815,120896579,37,38,31,35,73,50,90,38,25,93,48
Rin1,4176,19,5050807,5057071,87,99,71,84,431,301,595,191,124,159,133
Rin2,5399,2,145784733,145887616,3005,2819,3205,2988,4039,3268,4516,2386,2933,3720,3349
Rin3,6835,12,102283047,102390855,1267,1118,1261,1235,1660,1441,1816,1177,1183,1841,1542
Ring1,3243,17,34020791,34024680,891,820,962,921,1119,981,1117,1004,751,1194,937
Rinl,2871,7,28788968,28798963,175,197,204,197,422,217,431,235,346,691,641
Rint1,6972,5,23787710,23820369,557,515,521,521,465,407,486,327,457,597,509
Riok1,2744,13,38036988,38061433,333,357,355,407,646,552,698,423,422,492,491
Riok3,3661,18,12128849,12157367,3736,3470,3647,3709,4517,4194,4716,2994,3157,4135,3880
Ripk1,6138,13,34002362,34035170,1160,1111,1126,1123,1426,1059,1481,671,1042,1506,1355
Ripk2,2816,4,16122732,16163647,172,258,227,228,382,224,394,218,263,412,401
Ripk3,1964,14,55784995,55788857,27,36,36,29,206,106,255,116,103,126,164
Ripk4,3953,16,97741932,97763737,1227,1116,1117,1120,1170,1092,1475,754,747,1167,1093
Ripply3,1531,16,94328419,94336935,158,197,195,193,265,237,244,109,224,255,246
Rit1,3229,3,88716837,88731049,1077,1074,1083,1040,1687,1188,1598,1068,968,1533,1500
Rita1,2836,5,120594304,120612589,397,389,401,338,359,321,404,279,312,436,443
Rlf,6990,4,121145372,121215084,725,741,777,749,1031,1053,1324,701,784,1083,949
Rlim,8917,X,103957162,103981284,2378,2136,2448,2398,3270,3073,3722,2627,2337,3369,2726
Rln1,745,19,29331169,29334670,11,6,10,14,4,5,4,7,8,15,20
Rltpr,2517,8,105690905,105698178,18,21,24,32,59,24,44,37,31,83,79
Rmdn1,1963,4,19575161,19606932,547,484,541,459,392,452,336,338,428,537,590
Rmdn2,1802,17,79614899,79682152,212,172,203,181,256,159,239,125,191,253,198
Rmdn3,3537,2,119137000,119157034,1353,1377,1407,1305,865,823,892,569,1167,1596,1618
Rmi1,3522,13,58402596,58411149,232,225,276,231,252,204,249,250,244,325,258
Rmi2,4495,16,10835058,10892966,8,7,13,5,38,8,24,13,17,33,60
Rmnd1,5894,10,4401914,4432388,2080,1855,2150,2060,1327,1063,934,1119,1621,2195,2006
Rmnd5a,6783,6,71388633,71440637,6585,6220,6731,6495,5770,5507,5732,4023,5623,7395,6625
Rmnd5b,2161,11,51623670,51635896,895,994,1059,926,1708,1390,1865,1271,976,1250,1208
Rnase4,1996,14,51091076,51106151,543,470,871,665,3222,1744,3037,1220,1009,1304,1203
Rnase6,1072,14,51129067,51131122,32,48,67,53,151,36,129,39,115,203,358
Rnaseh1,1457,12,28649601,28659591,340,355,366,361,435,410,518,378,375,543,503
Rnaseh2a,3509,8,84956609,84969767,482,432,512,454,879,754,865,712,494,732,666
Rnaseh2b,6243,14,62292588,62372992,655,634,657,615,993,953,869,834,684,866,795
Rnaseh2c,1455,19,5601872,5603439,1044,948,990,900,1014,1010,906,1170,890,1176,1036
Rnasek,885,11,70238123,70239842,18,9,12,13,21,18,14,12,11,13,15
Rnasel,6641,1,153749425,153764221,246,236,271,293,746,493,1005,364,332,542,545
Rnaset2a,1259,17,8128609,8148097,177,248,262,290,255,238,308,273,328,316,307
Rnaset2b,2555,17,6978859,7011299,526,485,539,564,584,567,532,608,577,807,834
Rnd1,2967,15,98663420,98677461,67,66,74,57,360,143,310,182,107,119,126
Rnd2,1990,11,101464998,101471853,429,453,418,362,794,715,687,735,358,453,455
Rnd3,4432,2,51130437,51149111,447,435,397,392,1099,988,1384,689,552,712,646
Rnf10,4447,5,115241411,115272898,9786,9235,10683,10377,9800,8419,9380,6520,9006,11993,10701
Rnf103,4348,6,71493893,71525020,1678,1622,1844,1600,1788,1618,1732,1215,1530,1902,1816
Rnf11,4263,4,109451097,109484728,7522,6958,8173,6880,5990,6019,5932,4732,6456,7959,7741
Rnf111,5003,9,70425428,70503725,1181,1113,1233,1166,1322,1104,1674,960,1012,1613,1331
Rnf113a1,1223,X,37191244,37192467,102,93,111,96,123,124,143,100,92,128,112
Rnf114,3356,2,167492644,167516173,2659,2881,2879,2778,3861,3380,3794,2577,2912,4661,4498
Rnf115,2265,3,96727610,96791155,1716,1534,1679,1687,1969,1592,2025,1359,1568,2052,2195
Rnf121,4427,7,102019136,102065469,1220,1180,1210,1240,1803,1398,1787,1125,1183,1570,1542
Rnf122,7080,8,31111819,31131482,183,207,238,187,457,242,493,277,250,345,304
Rnf123,6754,9,108051533,108083346,2055,1818,2090,2029,1589,1540,1820,1329,1572,2601,2301
Rnf125,1334,18,20944624,20983848,100,88,155,55,91,77,112,53,69,157,135
Rnf126,1639,10,79758514,79766952,1016,908,997,1069,1440,1248,1498,1331,918,1207,1164
Rnf128,3464,X,139563315,139673145,6288,6837,6583,6463,5755,5655,6885,5256,6267,7504,7338
Rnf13,2676,3,57736065,57835233,8516,7979,8776,7555,6574,7026,6696,5326,7084,10006,9575
Rnf130,1558,11,50025345,50104758,3211,2880,3236,3205,3966,3566,3634,2797,2906,3993,3846
Rnf135,2140,11,80183850,80199757,390,317,384,358,588,423,518,397,430,713,632
Rnf138,3110,18,21001340,21028223,592,520,625,537,679,693,857,507,529,741,668
Rnf139,4348,15,58889228,58902390,130,112,149,130,117,129,167,65,98,181,151
Rnf14,3515,18,38296634,38317847,4522,4214,4524,4297,5060,4220,4770,3232,4162,5485,5359
Rnf141,5861,7,110800431,110844457,1320,1198,1298,1292,1579,1137,1565,920,1177,1886,1647
Rnf144a,5163,12,26306796,26415256,650,653,691,649,855,682,899,354,619,902,647
Rnf144b,4694,13,47122719,47247991,175,246,189,151,399,367,392,258,225,335,240
Rnf145,7786,11,44518963,44565520,4373,4036,4522,4341,4746,3518,4778,3063,4200,5590,5167
Rnf146,4454,10,29344177,29362442,1253,1125,1269,1193,1208,1070,1272,748,1067,1568,1303
Rnf149,2838,1,39551295,39577405,2365,2239,2414,2324,2942,2544,3355,1666,2251,2865,2648
Rnf150,9685,8,82863355,83091271,268,279,279,244,1235,502,1043,228,414,546,469
Rnf152,8532,1,105276913,105356710,2929,2442,2771,2794,1396,1665,1720,1467,2013,2968,2497
Rnf157,9537,11,116336352,116413032,123,105,113,83,218,159,256,145,67,210,174
Rnf165,7936,18,77456109,77565147,14,16,15,13,27,16,50,12,18,14,10
Rnf166,1985,8,122466146,122476064,145,126,144,142,171,152,236,131,126,218,200
Rnf167,3539,11,70647234,70651421,2735,2656,2849,2715,2231,2130,2019,2020,2205,3397,3064
Rnf168,4462,16,32277458,32301434,971,848,937,959,1040,833,1237,705,803,1199,1040
Rnf169,7647,7,99920256,99980458,1080,1049,1155,1133,1342,1730,1790,1177,969,1605,1229
Rnf170,5032,8,26119367,26143871,282,272,284,299,419,398,463,290,288,407,351
Rnf180,1728,13,105149351,105271039,15,30,15,16,186,94,266,54,47,106,74
Rnf181,2070,6,72359713,72362721,8333,7741,8777,8042,7851,8677,6926,8335,7628,8987,8829
Rnf182,3609,13,43615709,43670945,7,32,13,14,16,6,7,0,13,22,20
Rnf183,1524,4,62427539,62435252,1265,1857,1425,1271,2381,1845,1559,1599,1439,1739,2054
Rnf185,2906,11,3415981,3452363,2227,2079,2321,2241,2443,2380,2461,1929,1984,2875,2767
Rnf186,1249,4,138967111,138968360,1174,988,1001,888,1126,1171,871,1289,784,1208,1070
Rnf187,1949,11,58932287,58938916,6942,6891,6823,6842,6753,5706,6108,5402,5745,7499,6679
Rnf19a,4276,15,36239933,36283147,2064,1969,2201,2046,3189,2733,3963,1968,2082,2721,2355
Rnf19b,2872,4,129058270,129085886,920,1697,1032,895,2066,1286,1893,978,1262,2313,2634
Rnf2,4127,1,151458003,151500955,1224,1154,1314,1136,1511,1326,1941,1007,1148,1670,1400
Rnf20,7288,4,49632005,49656887,2290,2083,2241,2372,2489,2031,2532,1483,1985,2788,2233
Rnf208,1750,2,25242254,25244262,428,362,490,486,358,318,429,503,306,497,465
Rnf213,16888,11,119393099,119487418,1859,1756,2295,2064,4902,2324,5057,2406,3932,7867,4960
Rnf214,5922,9,45863424,45906894,1014,996,994,1049,870,821,1113,575,698,1160,1043
Rnf215,2232,11,4135201,4141172,719,759,715,739,891,759,913,774,716,947,790
Rnf216,4671,5,142990892,143113020,1933,1916,1810,1817,2199,1909,2466,1528,1634,2412,2007
Rnf217,11013,10,31493192,31609184,482,477,477,479,635,598,700,469,513,663,573
Rnf219,3456,14,104477533,104522666,225,211,196,174,312,215,387,202,201,269,258
Rnf220,7229,4,117271462,117497052,1711,1831,1891,1648,2707,2311,2645,2157,1748,2435,2346
Rnf223,2901,4,156130512,156133415,2,8,5,1,17,10,21,10,1,4,9
Rnf224,2021,2,25234475,25236787,14,8,11,14,5,5,4,3,5,7,3
Rnf24,6801,2,131298063,131352892,1237,2684,1536,4450,435,486,614,209,870,1340,1215
Rnf25,2181,1,74593747,74601397,898,831,899,954,1181,925,1092,1088,828,1286,1209
Rnf26,4546,9,44066326,44113517,608,595,668,628,938,655,818,623,609,728,731
Rnf31,4838,14,55591707,55603693,773,845,874,886,1223,875,1417,937,852,1455,1466
Rnf32,2739,5,29195991,29225524,77,69,76,94,77,38,74,61,70,121,89
Rnf34,1954,5,122850187,122868945,1329,1243,1282,1215,1274,1168,1383,928,1032,1498,1457
Rnf38,8336,4,44126209,44233789,1337,1413,1434,1265,2153,1833,2794,1423,1276,1931,1669
Rnf39,1795,17,36942917,36947986,8,26,11,4,74,62,110,41,25,14,15
Rnf4,4979,5,34336288,34355629,2481,2348,2570,2374,3186,2928,4073,1874,2341,3272,3074
Rnf40,4154,7,127588697,127603605,2390,2376,2365,2690,2957,2367,3347,2508,2257,3255,2822
Rnf41,4374,10,128411615,128441438,1069,967,1067,962,1410,1230,1712,1072,885,1539,1310
Rnf43,6558,11,87662721,87735539,345,522,348,324,444,302,558,282,374,536,416
Rnf44,5202,13,54679398,54693907,5263,4996,5034,5023,5420,4615,6355,3901,4496,6107,5624
Rnf5,1483,17,34601090,34603690,2512,2166,2365,2129,2048,2023,1934,2093,2091,2774,2478
Rnf6,4022,5,146209191,146221555,3896,3429,3921,3738,2899,3842,3432,2518,3319,4807,4030
Rnf7,1328,9,96470936,96478675,1533,1492,1707,1523,1693,1458,1597,1391,1485,1889,1814
Rnf8,3178,17,29614789,29641664,30,18,23,20,30,22,25,18,27,24,23
Rnft1,4719,11,86484656,86499025,1590,1490,1756,1519,1615,1487,1507,1211,1505,1936,1708
Rnft2,5593,5,118190735,118245116,110,99,145,111,105,113,169,73,72,188,150
Rngtt,7094,4,33310310,33502614,880,724,834,774,746,570,723,425,725,883,845
Rnh1,1911,7,141160327,141172851,4868,4731,4940,4468,7793,6495,8365,5983,4917,6555,6287
Rnls,1627,19,33137746,33392295,104,101,119,103,102,92,107,72,93,113,109
Rnmt,7339,18,68300354,68324852,602,663,683,612,935,765,1008,602,581,850,712
Rnmtl1,1935,11,76243714,76250619,406,341,437,466,305,313,291,317,328,415,416
Rnpc3,6627,3,113605066,113630149,482,380,474,449,447,460,655,433,366,558,420
Rnpep,3541,1,135262711,135284084,1364,1433,1375,1337,1840,979,1514,1053,1366,1660,1560
Rnpepl1,7542,1,92910782,92924384,5832,5532,6338,6435,5074,4123,4555,4025,4945,6990,6194
Rnps1,1920,17,24414674,24425895,365,361,403,382,558,440,618,333,314,442,402
Robo1,7563,16,72663148,73046095,93,116,146,104,310,160,314,97,147,188,151
Robo2,16516,16,73892305,74411825,622,625,717,692,1083,779,835,179,763,1028,815
Robo3,6765,9,37415668,37433163,239,348,204,199,106,84,133,67,183,472,196
Robo4,4107,9,37401896,37414023,727,769,730,681,1118,914,1105,831,724,1022,871
Rock1,6187,18,10064400,10181792,2570,2582,2617,2596,2891,2582,3386,1826,2526,3731,3051
Rock2,8012,12,16894977,16988274,2179,2286,2123,2210,3748,3242,4703,2045,2228,3024,2365
Rogdi,1421,16,5008729,5013517,3505,3178,3490,3215,2458,2201,2555,2821,2627,3561,3563
Rom1,1526,19,8927381,8929356,290,250,307,271,436,391,416,315,296,425,337
Romo1,747,2,156144038,156145797,2181,2070,2179,1962,2162,2125,2282,2749,1764,2389,2270
Ropn1l,910,15,31441209,31453689,198,157,207,165,136,204,139,189,145,204,238
Ror1,5762,4,100095790,100444765,411,355,414,379,620,539,650,331,392,498,386
Ror2,4242,13,53109311,53286124,346,343,416,398,278,274,275,120,343,474,362
Rora,13071,9,68653785,69388246,2335,2536,2805,2153,2570,2808,2930,1842,2297,3016,2744
Rorb,11076,19,18930604,19111196,21,17,28,34,27,15,17,34,14,16,18
Rorc,3559,3,94372793,94398276,775,730,1254,673,644,739,699,412,684,1293,897
Ros1,7776,10,52045720,52195244,14,37,14,8,74,99,99,34,37,44,37
Rp1,7508,1,4343506,4360314,17,7,11,10,3,4,4,5,3,6,8
RP23-138I21.4,3503,15,75007302,75024410,10,11,18,10,32,35,71,20,19,37,30
RP23-149A5.3,871,1,62821354,62832370,20,26,36,23,4,27,6,16,30,31,27
RP23-152O2.3,1735,12,20804380,20815779,32,70,71,37,162,72,134,88,71,114,72
RP23-170A19.1,3156,13,101397669,101464160,0,2,4,1,16,16,23,7,2,2,4
RP23-180L12.5,8038,15,84910437,84920038,18,30,24,30,28,30,23,36,13,46,22
RP23-185G9.3,963,8,13200719,13207714,101,100,115,92,35,84,32,62,59,105,87
RP23-190H11.5,486,6,91440986,91441755,82,108,98,78,61,110,86,117,76,137,139
RP23-214P23.2,1541,1,71888111,71891204,27,37,48,39,5,5,3,5,28,46,59
RP23-214P23.3,3067,1,71894067,71917125,73,89,97,78,7,3,5,1,55,112,146
RP23-217K18.4,5447,1,132342022,132349626,2,8,15,10,10,9,14,4,9,21,8
RP23-230O9.7,1594,15,74770907,74778859,119,107,137,140,126,117,132,152,91,204,188
RP23-238I17.4,1902,6,82877863,82881853,1,2,0,3,12,6,22,2,0,0,1
RP23-273G4.1,3979,1,51507085,51596718,250,164,202,214,139,228,205,98,107,244,265
RP23-281H4.5,775,6,86483375,86488227,23,26,39,23,47,21,28,21,33,56,70
RP23-289I3.1,1020,1,90153627,90159462,108,105,81,66,12,35,14,20,84,119,85
RP23-293N22.1,851,14,121876724,121879409,14,15,16,19,15,17,5,8,22,15,18
RP23-307A6.1,784,17,52149288,52163048,1,1,0,2,9,1,7,0,14,20,25
RP23-358L5.1,284,1,88868474,88875410,16,8,14,21,11,7,7,3,13,14,17
RP23-370J16.1,1381,1,151748948,151755018,112,142,149,128,113,81,72,71,97,182,171
RP23-401G21.7,3382,9,97047443,97067307,7,16,11,4,5,6,5,6,10,14,9
RP23-402K24.2,1170,7,39552495,39565319,80,92,106,78,55,67,108,38,62,97,88
RP23-458B6.6,798,15,75131376,75135128,1,1,0,0,35,3,5,8,11,13,12
RP23-464D14.3,811,17,15061068,15074993,6,4,10,5,7,5,11,14,3,7,3
RP23-76C10.2,1953,1,46414501,46416932,16,12,5,14,3,7,4,4,8,12,5
RP23-80N7.1,571,1,21178987,21187427,9,8,11,9,5,6,11,4,5,3,12
RP23-82C19.2,570,19,25671133,25672253,27,28,39,22,44,32,49,56,20,38,34
RP24-167M10.2,475,1,151339603,151345231,13,23,16,18,19,7,15,15,15,13,17
RP24-176K12.1,2002,1,27884045,27902396,233,191,266,167,39,89,33,39,136,215,244
RP24-209M20.1,469,1,105116453,105127366,11,16,13,18,1,3,2,2,5,22,14
RP24-240G4.2,5786,7,70365158,70411146,82,86,92,95,161,128,218,95,90,147,127
RP24-245K18.4,1102,1,151138033,151142345,10,4,8,16,18,2,9,13,7,10,7
RP24-255G23.1,5637,1,154037596,154117951,25,15,29,27,6,8,8,9,13,18,19
RP24-272D15.1,1729,7,109998375,110151202,2,2,2,3,39,16,25,15,19,24,22
RP24-392K18.1,1882,1,98131455,98144655,0,2,3,1,5,14,7,13,3,3,4
RP24-439I22.1,22867,7,59307923,59975759,855,812,862,886,771,737,958,605,824,1025,938
RP24-458J4.2,3302,10,95746076,95797236,227,218,263,173,127,113,88,84,241,354,278
RP24-474C15.1,1003,14,62463413,62480891,76,87,103,94,38,104,40,61,60,108,90
RP24-79F8.3,471,1,105979349,105990282,8,20,11,6,22,10,12,12,7,17,9
Rp2h,5141,X,20364480,20405653,1072,1034,1072,928,1436,913,1509,854,1056,1585,1512
Rp9,1142,9,22448310,22468356,786,951,917,899,1034,1011,1153,1091,924,1152,1090
Rpa1,5578,11,75298165,75348324,1718,1776,1832,1602,2232,1853,2312,1354,1660,2110,2249
Rpa2,2993,4,132768331,132778752,278,313,328,301,630,486,601,358,319,470,479
Rpa3,1136,6,8255935,8259173,140,160,180,131,184,180,204,176,160,201,203
Rpain,2842,11,70970212,70977833,615,569,552,538,693,678,691,670,502,813,679
Rpap1,6636,2,119763303,119787537,890,909,994,961,991,782,1104,750,824,1102,964
Rpap2,3893,5,107597372,107661838,519,526,514,525,583,486,614,385,505,654,563
Rpap3,2260,15,97675104,97705822,717,743,786,732,999,825,1024,674,705,901,857
Rpe,3113,1,66700830,66719805,1521,1402,1497,1411,1330,934,1194,890,1323,1732,1494
Rpf1,1263,3,146506347,146521423,1029,853,1042,1013,1088,975,1133,861,926,1134,1120
Rpf2,1924,10,40223245,40247036,539,465,547,465,649,629,649,510,500,601,670
Rpgr,7247,X,10073620,10216920,258,230,251,250,233,256,300,189,192,329,289
Rpgrip1,12152,14,52110703,52163546,51,62,70,74,60,75,104,39,50,92,78
Rpgrip1l,9855,8,91217029,91313262,553,513,539,513,499,407,523,257,470,614,531
Rph3a,4127,5,120940501,121009518,109,127,113,69,157,82,37,62,180,281,329
Rph3al,3814,11,75830998,75938429,494,460,505,455,581,532,686,503,467,626,574
Rpia,5359,6,70765719,70792232,664,548,700,672,669,606,674,603,626,985,953
Rpl10,2053,X,74270811,74273135,168,163,157,182,266,303,356,328,136,250,190
Rpl10a,2349,17,28328470,28331032,231,297,280,364,544,596,788,795,299,445,276
Rpl11,2697,4,136028264,136053428,290,285,274,293,479,472,412,594,315,460,374
Rpl12,2612,2,32961558,32964496,78,110,89,96,204,222,253,176,96,148,94
Rpl13,2352,8,123102349,123105244,15,14,11,9,25,15,37,19,12,15,18
